Category,Rating,Reviews,Type
GAME,4.6,506275,Free
GAME,4.4,2610622,Free
GAME,4.7,990586,Free
GAME,4.3,10354,Free
GAME,4.3,8118937,Free
GAME,4.4,4921122,Free
GAME,4.3,18985,Free
GAME,4.5,655067,Free
GAME,4.4,7614271,Free
GAME,4.5,10434,Free
GAME,4.4,5234825,Free
GAME,4.5,1385093,Free
GAME,4.6,2698348,Free
GAME,4.7,1125017,Free
GAME,4.6,9882639,Free
GAME,4.4,5566805,Free
GAME,4.4,74673,Free
GAME,4.5,5387639,Free
GAME,4.6,2750410,Free
GAME,4.3,1295606,Free
GAME,4.5,461137,Free
GAME,4.5,946926,Free
GAME,4.4,9305,Free
GAME,4.5,4448791,Free
GAME,4.2,1498648,Free
GAME,4.5,27724094,Free
GAME,4.4,22428456,Free
GAME,4.7,1351089,Free
GAME,4.2,360630,Free
GAME,4.5,1137267,Free
GAME,4.5,14200344,Free
GAME,4.6,7672495,Free
GAME,4.4,5234810,Free
GAME,4.5,6074334,Free
GAME,4.3,8118937,Free
GAME,4.3,1000417,Free
GAME,4.5,592282,Free
GAME,4.7,1535084,Free
GAME,4.7,8118880,Free
GAME,4.1,10424925,Free
GAME,4.8,230727,Free
GAME,4.4,37023,Free
GAME,4.2,422244,Free
GAME,4.4,98123,Free
GAME,4.7,21262,Free
GAME,4.3,118253,Free
GAME,4.7,141529,Free
GAME,4.2,70226,Free
GAME,4.3,2251012,Free
GAME,4.4,30253,Free
GAME,4.1,15763,Free
GAME,4.1,84911,Free
GAME,4.2,46416,Free
GAME,4.5,946926,Free
GAME,4.7,7196,Free
GAME,4.6,48256,Free
GAME,4.5,6427773,Free
GAME,3.1,25825,Free
GAME,4.1,55380,Free
GAME,3.4,148177,Free
GAME,4.4,3715656,Free
GAME,4.3,1841061,Free
GAME,4.6,101686,Free
GAME,4.4,275447,Free
GAME,4.3,174755,Free
GAME,4.6,4578476,Free
GAME,4.2,145353,Free
GAME,4.2,1499373,Free
GAME,4.5,531458,Free
GAME,4.4,3714270,Free
GAME,4.2,195558,Free
GAME,4.5,29940,Free
GAME,4.8,230727,Free
GAME,4.4,41975,Free
GAME,4.6,216675,Free
GAME,4.5,2311785,Free
GAME,4.3,165888,Free
GAME,4.6,541144,Free
GAME,4.4,1107310,Free
GAME,4.4,29168,Free
GAME,4.5,189773,Free
GAME,4.6,337752,Free
GAME,4.6,102107,Free
GAME,4.6,3093358,Free
GAME,4.1,42079,Free
GAME,4.5,240416,Free
GAME,4.6,32506,Free
GAME,4.4,70747,Free
GAME,4.7,358817,Free
GAME,4.6,15403,Free
GAME,4.3,38957,Free
GAME,4.5,214777,Free
GAME,4.6,100609,Free
GAME,4.2,1343866,Free
GAME,4.5,168717,Free
GAME,4.8,549720,Free
GAME,4.1,18996,Free
GAME,4.3,25094,Free
GAME,4.4,93033,Free
GAME,4.0,120592,Free
GAME,4.2,187972,Free
GAME,4.0,484981,Free
GAME,4.2,2055,Free
GAME,4.5,73539,Free
GAME,4.7,59017,Free
GAME,4.2,5829,Free
GAME,4.4,18621,Paid
GAME,4.6,19922,Paid
GAME,4.9,21119,Paid
GAME,4.4,7412,Paid
GAME,4.5,18125,Paid
GAME,4.6,10795,Paid
GAME,4.2,13004,Paid
GAME,4.5,38207,Paid
GAME,4.6,9394,Paid
GAME,4.6,337913,Free
GAME,4.5,4449882,Free
GAME,4.4,22429716,Free
GAME,4.6,3883589,Free
GAME,4.5,14200550,Free
GAME,4.6,2719142,Free
GAME,4.4,1107197,Free
GAME,4.4,3716278,Free
GAME,4.3,931595,Free
GAME,4.3,165928,Free
GAME,4.6,1480189,Free
GAME,4.3,2468063,Free
GAME,4.3,309176,Free
GAME,4.6,807338,Free
GAME,4.5,446434,Free
GAME,4.5,214819,Free
GAME,4.2,522466,Free
GAME,4.7,584126,Free
GAME,4.3,32551,Free
GAME,4.0,90218,Free
GAME,4.4,212524,Free
GAME,4.3,2045554,Free
GAME,4.6,745684,Free
GAME,4.7,416540,Free
GAME,4.4,16601,Free
GAME,4.7,59017,Free
GAME,4.4,3057481,Free
GAME,4.3,224514,Free
GAME,4.2,26247,Free
GAME,4.4,22430188,Free
GAME,4.5,4449910,Free
GAME,4.5,14201891,Free
GAME,4.5,27725352,Free
GAME,4.4,6199095,Free
GAME,4.3,10493,Free
GAME,4.5,148945,Free
GAME,4.7,1351771,Free
GAME,4.7,1889582,Free
GAME,4.6,23136735,Free
GAME,4.6,44893888,Free
GAME,4.4,7614415,Free
GAME,4.4,4067651,Free
GAME,4.7,295576,Free
GAME,4.6,59907,Free
GAME,4.5,10460,Free
GAME,4.3,10486018,Free
GAME,4.3,8119151,Free
GAME,4.3,1295625,Free
GAME,4.6,3093932,Free
GAME,4.8,230849,Free
GAME,4.5,9883367,Free
GAME,4.4,5235294,Free
GAME,4.5,3198176,Free
GAME,4.5,10055521,Free
GAME,4.6,4129665,Free
GAME,4.6,2158580,Free
GAME,4.6,506593,Free
GAME,4.6,5419676,Free
GAME,4.7,990723,Free
GAME,4.5,592504,Free
GAME,4.5,21892,Free
GAME,4.5,1138239,Free
GAME,4.6,9883806,Free
GAME,4.5,197540,Free
GAME,4.4,74695,Free
GAME,4.4,5566889,Free
GAME,4.6,2698882,Free
GAME,4.7,1535973,Free
GAME,4.5,14892469,Free
GAME,4.4,8923818,Free
GAME,4.6,7674252,Free
GAME,4.7,1125438,Free
GAME,4.6,29445,Free
GAME,4.5,655145,Free
GAME,4.4,4921451,Free
GAME,4.5,5476569,Free
GAME,4.3,1083571,Free
GAME,4.5,27725352,Free
GAME,4.2,1500999,Free
GAME,4.5,4230886,Free
GAME,4.3,8119154,Free
GAME,4.4,5235294,Free
GAME,4.7,1535973,Free
GAME,4.6,2698889,Free
GAME,4.7,990663,Free
GAME,4.6,7674252,Free
GAME,4.4,2119218,Free
GAME,4.6,1327265,Free
GAME,4.5,184210,Free
GAME,4.3,1003269,Free
GAME,4.5,1242855,Free
GAME,4.5,401425,Free
GAME,4.6,10979062,Free
GAME,4.6,515657,Free
GAME,4.3,955656,Free
GAME,4.6,337913,Free
GAME,4.5,1468591,Free
GAME,4.7,725897,Free
GAME,4.5,549039,Free
GAME,4.7,1559650,Free
GAME,4.7,292164,Free
GAME,4.6,520962,Free
GAME,4.4,1381820,Free
GAME,4.3,525517,Free
GAME,4.5,696,Free
GAME,4.3,194969,Free
GAME,4.4,327599,Free
GAME,4.2,3816799,Free
GAME,4.3,10538,Free
GAME,4.5,5476569,Free
GAME,4.4,105620,Free
GAME,4.7,37139,Free
GAME,4.2,147791,Free
GAME,4.1,347883,Free
GAME,4.5,343263,Free
GAME,4.5,216849,Free
GAME,4.5,354373,Free
GAME,4.1,753043,Free
GAME,4.3,43055,Free
GAME,4.5,80678,Free
GAME,4.4,153381,Free
GAME,4.5,559,Free
GAME,4.6,3073251,Free
GAME,4.0,26649,Free
GAME,4.3,2151039,Free
GAME,4.5,306764,Free
GAME,4.4,22430188,Free
GAME,4.4,4067651,Free
GAME,4.6,59907,Free
GAME,4.2,1500622,Free
GAME,4.5,14201604,Free
GAME,4.6,280098,Free
GAME,4.5,148990,Free
GAME,4.7,154264,Free
GAME,4.5,26985,Free
GAME,4.5,1125438,Free
GAME,4.5,5387781,Free
GAME,4.4,8923847,Free
GAME,4.6,1327269,Free
GAME,4.3,23043,Free
GAME,4.4,42145,Free
GAME,4.3,1295625,Free
GAME,4.7,990796,Free
GAME,4.7,171448,Free
GAME,4.4,2610680,Free
GAME,4.3,1300619,Free
GAME,4.4,2123793,Free
GAME,4.5,21892,Free
GAME,4.5,6074627,Free
GAME,4.4,104303,Free
GAME,4.4,5566908,Free
GAME,4.6,1480182,Free
GAME,4.6,2750645,Free
GAME,4.4,47644,Free
GAME,4.6,125647,Free
GAME,4.2,4355,Free
GAME,4.4,2119235,Free
GAME,4.6,214878,Free
GAME,4.6,811040,Free
GAME,4.7,1536349,Free
GAME,4.5,592504,Free
GAME,4.2,17044,Free
GAME,4.6,155186,Free
GAME,4.7,1125566,Free
GAME,4.6,5419676,Free
GAME,4.3,34494,Free
GAME,4.6,260651,Free
GAME,4.4,4638163,Free
GAME,4.4,4921409,Free
GAME,4.5,1468638,Free
GAME,4.2,344585,Free
GAME,4.4,7614407,Free
GAME,4.3,234110,Free
GAME,4.7,48615,Free
FAMILY,4.5,470694,Free
FAMILY,4.4,42145,Free
FAMILY,4.5,4449910,Free
FAMILY,4.4,14774,Free
FAMILY,4.4,12753,Free
FAMILY,4.5,33983,Free
FAMILY,4.6,20267,Free
FAMILY,4.5,5761,Free
FAMILY,4.3,11618,Free
FAMILY,4.7,12948,Free
FAMILY,4.4,685,Free
FAMILY,4.5,9779,Free
FAMILY,4.2,369378,Free
FAMILY,4.5,11436,Free
FAMILY,4.5,2150,Free
FAMILY,4.7,48615,Free
FAMILY,4.4,382,Free
FAMILY,4.3,24936,Free
FAMILY,4.6,1109,Free
FAMILY,3.9,974,Free
FAMILY,4.2,108795,Free
FAMILY,4.5,1455,Free
FAMILY,4.3,1024,Free
FAMILY,4.5,1014822,Free
FAMILY,4.4,86961,Free
FAMILY,4.4,7320,Free
FAMILY,4.8,269194,Free
FAMILY,4.4,59843,Free
FAMILY,4.4,18616,Free
FAMILY,4.3,11950,Free
FAMILY,4.6,4289,Free
FAMILY,4.1,68286,Free
FAMILY,4.5,11716,Free
FAMILY,4.5,3323,Free
FAMILY,4.5,36606,Free
FAMILY,4.0,328619,Free
FAMILY,4.5,10216997,Free
FAMILY,4.6,46741,Free
FAMILY,4.5,530854,Free
FAMILY,4.5,7050,Free
FAMILY,4.5,235906,Free
FAMILY,4.4,17753,Free
FAMILY,4.7,6294400,Free
FAMILY,4.5,520609,Free
FAMILY,4.5,432,Free
FAMILY,4.2,32029,Free
FAMILY,4.3,4207,Free
FAMILY,4.5,64,Free
FAMILY,4.2,96,Paid
FAMILY,4.3,82471,Free
FAMILY,4.4,496,Free
FAMILY,4.6,20267,Free
FAMILY,4.6,29436,Free
FAMILY,4.5,19230,Free
FAMILY,4.2,11126,Free
FAMILY,4.5,23671,Free
FAMILY,4.6,9652,Free
FAMILY,4.6,9626,Free
FAMILY,4.1,29319,Free
FAMILY,4.5,1791,Free
FAMILY,4.6,9199,Free
FAMILY,4.6,14014,Free
FAMILY,4.5,110877,Free
FAMILY,4.3,160,Free
FAMILY,3.8,10366,Free
FAMILY,4.5,47644,Free
FAMILY,4.1,530792,Free
FAMILY,4.8,12137,Free
FAMILY,3.9,237,Free
FAMILY,4.5,6404,Free
FAMILY,4.4,6356,Free
FAMILY,4.3,169,Paid
FAMILY,4.2,8,Paid
FAMILY,3.0,2,Paid
FAMILY,4.5,4450855,Free
FAMILY,4.4,86961,Free
FAMILY,4.5,10216997,Free
FAMILY,4.7,48701,Free
FAMILY,4.1,15246,Free
FAMILY,4.5,520654,Free
FAMILY,4.5,4076,Free
FAMILY,4.5,530904,Free
FAMILY,4.6,106750,Free
FAMILY,4.3,33785,Free
FAMILY,4.3,4207,Free
FAMILY,4.5,58795,Free
FAMILY,4.2,3235,Free
FAMILY,4.2,47031,Free
FAMILY,4.4,131,Free
FAMILY,4.5,114,Free
FAMILY,4.1,673203,Free
FAMILY,4.2,2178,Free
FAMILY,4.1,175625,Free
FAMILY,4.7,8508,Free
FAMILY,4.3,3484,Free
FAMILY,4.4,379415,Free
FAMILY,4.4,19245,Free
FAMILY,4.3,24877,Free
FAMILY,4.4,765,Free
FAMILY,4.3,10088,Free
FAMILY,4.3,525552,Free
FAMILY,4.2,3762,Free
FAMILY,4.2,141363,Free
FAMILY,4.3,472584,Free
FAMILY,4.3,1329192,Free
FAMILY,4.1,148295,Free
FAMILY,4.2,41273,Free
FAMILY,4.5,278,Free
FAMILY,4.3,392596,Free
FAMILY,4.3,43060,Free
FAMILY,4.5,514088,Free
FAMILY,4.1,41867,Free
FAMILY,4.5,1014846,Free
FAMILY,4.2,23060,Free
FAMILY,4.4,112080,Free
FAMILY,4.0,15489,Free
FAMILY,4.1,51895,Free
FAMILY,4.3,43060,Free
FAMILY,4.3,525552,Free
FAMILY,4.4,623398,Free
FAMILY,4.3,472584,Free
FAMILY,4.1,66661,Free
FAMILY,4.0,10447,Free
FAMILY,4.3,1574197,Free
FAMILY,4.6,19170,Free
FAMILY,4.3,169609,Free
FAMILY,4.7,6188,Free
FAMILY,4.3,1369,Free
FAMILY,4.4,2952,Free
FAMILY,4.2,731,Free
FAMILY,4.7,9856,Free
FAMILY,3.9,10753,Free
FAMILY,4.1,154,Free
FAMILY,4.1,288523,Free
FAMILY,4.1,4522,Free
FAMILY,4.2,3328,Paid
FAMILY,4.7,31100,Paid
FAMILY,4.4,854,Paid
FAMILY,4.3,560,Paid
FAMILY,4.5,197,Paid
FAMILY,4.3,63186,Free
FAMILY,4.3,23772,Free
FAMILY,4.1,6007,Free
FAMILY,4.1,2903,Free
FAMILY,4.1,3617,Free
FAMILY,4.6,3063,Free
FAMILY,4.1,3234,Free
FAMILY,4.4,276,Free
FAMILY,4.4,1595,Free
FAMILY,4.3,879,Free
FAMILY,4.0,68559,Free
FAMILY,4.8,61,Free
FAMILY,3.8,1123,Free
FAMILY,4.7,30,Paid
FAMILY,4.5,566,Free
FAMILY,4.8,97,Paid
FAMILY,4.4,38,Paid
FAMILY,4.8,4,Paid
FAMILY,4.2,38,Paid
FAMILY,4.2,214,Paid
FAMILY,4.0,248,Paid
FAMILY,4.7,185,Paid
FAMILY,4.7,2195,Paid
FAMILY,3.9,1615,Paid
FAMILY,4.5,359,Paid
FAMILY,4.1,38021,Free
FAMILY,4.4,6190,Free
FAMILY,3.9,6903,Free
FAMILY,4.4,13155,Free
FAMILY,4.4,496,Free
FAMILY,3.6,418,Free
FAMILY,4.4,1160,Free
FAMILY,4.1,59917,Free
FAMILY,3.6,1042,Free
FAMILY,4.6,73,Paid
FAMILY,4.3,382,Paid
FAMILY,4.5,253,Paid
FAMILY,4.4,3396,Paid
FAMILY,4.1,38021,Free
FAMILY,4.4,6190,Free
FAMILY,3.9,6903,Free
FAMILY,4.4,13155,Free
FAMILY,4.4,496,Free
FAMILY,3.6,418,Free
FAMILY,4.4,1160,Free
FAMILY,4.1,59917,Free
FAMILY,3.6,1042,Free
FAMILY,4.6,73,Paid
FAMILY,4.3,382,Paid
FAMILY,4.5,253,Paid
FAMILY,4.4,3396,Paid
FAMILY,4.5,4450890,Free
FAMILY,4.1,182173,Free
FAMILY,4.5,470713,Free
FAMILY,4.1,59729,Free
FAMILY,3.9,133117,Free
FAMILY,4.2,108795,Free
FAMILY,4.1,47213,Free
FAMILY,3.9,95537,Free
FAMILY,4.1,66660,Free
FAMILY,4.2,51838,Free
FAMILY,4.7,6294397,Free
FAMILY,3.8,36028,Free
FAMILY,4.3,528745,Free
FAMILY,4.3,169609,Free
FAMILY,4.3,82471,Free
FAMILY,3.9,44062,Free
FAMILY,4.3,392596,Free
FAMILY,4.0,79667,Free
FAMILY,4.0,20763,Free
FAMILY,4.3,1574204,Free
FAMILY,4.2,123322,Free
FAMILY,4.1,29319,Free
FAMILY,4.0,8126,Free
FAMILY,4.4,623398,Free
FAMILY,4.3,50887,Free
FAMILY,4.3,63160,Free
FAMILY,4.4,13155,Free
FAMILY,4.2,28737,Free
FAMILY,4.1,530792,Free
FAMILY,4.3,45579,Free
FAMILY,4.2,19720,Free
FAMILY,4.6,361970,Free
FAMILY,4.1,159619,Free
FAMILY,4.5,354384,Free
FAMILY,4.4,272321,Free
FAMILY,4.5,2376564,Paid
FAMILY,4.3,129603,Paid
MEDICAL,4.2,1135,Paid
MEDICAL,4.4,578,Paid
MEDICAL,4.6,129,Paid
MEDICAL,4.5,63,Paid
MEDICAL,4.8,216,Paid
MEDICAL,4.5,171,Paid
MEDICAL,3.2,45,Paid
MEDICAL,4.6,717,Paid
MEDICAL,4.5,2921,Paid
MEDICAL,4.1,1533,Paid
MEDICAL,4.6,92,Paid
MEDICAL,4.5,199,Paid
MEDICAL,4.4,1361,Paid
MEDICAL,4.4,12,Paid
MEDICAL,4.4,15,Paid
MEDICAL,3.8,206,Paid
MEDICAL,4.6,395,Paid
MEDICAL,2.5,79,Paid
MEDICAL,4.0,15,Paid
MEDICAL,5.0,3,Paid
MEDICAL,4.3,35,Paid
MEDICAL,3.4,77,Paid
MEDICAL,3.4,51,Paid
MEDICAL,4.3,214,Paid
MEDICAL,4.4,104,Paid
MEDICAL,4.4,8,Paid
MEDICAL,4.2,45,Paid
MEDICAL,5.0,2,Paid
MEDICAL,4.1,80,Paid
MEDICAL,3.9,10,Paid
MEDICAL,4.6,156,Paid
MEDICAL,4.2,178,Paid
MEDICAL,4.4,576,Paid
MEDICAL,4.2,168,Paid
MEDICAL,3.6,25,Paid
MEDICAL,4.5,163,Paid
MEDICAL,4.7,25,Paid
MEDICAL,4.6,319,Paid
MEDICAL,4.5,133,Paid
MEDICAL,4.2,9,Paid
MEDICAL,4.2,74,Paid
MEDICAL,4.3,3,Paid
MEDICAL,4.4,4207,Paid
MEDICAL,4.1,12,Paid
MEDICAL,4.4,17,Paid
MEDICAL,4.6,358,Paid
MEDICAL,4.4,726,Paid
MEDICAL,4.2,33,Paid
MEDICAL,4.5,492,Paid
MEDICAL,2.6,41,Paid
MEDICAL,4.6,625,Paid
MEDICAL,4.8,12,Paid
MEDICAL,4.2,64,Paid
MEDICAL,4.7,11,Paid
MEDICAL,3.0,4,Paid
MEDICAL,3.5,214,Paid
MEDICAL,4.6,66,Paid
MEDICAL,4.8,59158,Free
MEDICAL,4.2,19473,Free
MEDICAL,4.6,73118,Free
MEDICAL,4.4,27524,Free
MEDICAL,4.8,102858,Free
MEDICAL,4.0,2094,Free
MEDICAL,3.7,236,Free
MEDICAL,4.2,33033,Free
MEDICAL,4.8,78825,Free
MEDICAL,4.7,18674,Free
MEDICAL,3.5,250,Free
MEDICAL,3.9,6266,Free
MEDICAL,4.2,22,Free
MEDICAL,4.8,53743,Free
MEDICAL,2.7,2657,Free
MEDICAL,4.2,4476,Free
MEDICAL,4.7,156410,Free
MEDICAL,4.6,2006,Free
MEDICAL,4.5,6099,Free
MEDICAL,4.7,23160,Free
MEDICAL,4.7,8348,Free
MEDICAL,4.5,7837,Free
MEDICAL,4.7,6185,Free
MEDICAL,4.0,3803,Free
MEDICAL,3.4,1838,Free
MEDICAL,3.5,3707,Free
MEDICAL,3.0,315,Free
MEDICAL,4.7,87418,Free
MEDICAL,4.6,21189,Free
MEDICAL,4.2,1746,Free
MEDICAL,4.8,69126,Free
MEDICAL,4.5,453,Free
MEDICAL,4.2,10710,Free
MEDICAL,3.8,700,Free
MEDICAL,3.0,914,Free
MEDICAL,4.4,15875,Free
MEDICAL,4.5,503,Free
MEDICAL,4.0,488,Free
MEDICAL,3.6,190,Free
MEDICAL,4.4,15,Free
MEDICAL,4.7,26862,Free
MEDICAL,4.9,100082,Free
MEDICAL,3.6,27,Free
MEDICAL,4.5,72167,Free
MEDICAL,4.1,21,Free
MEDICAL,4.6,6035,Free
MEDICAL,4.7,9945,Free
MEDICAL,4.7,4318,Free
MEDICAL,2.8,78,Free
MEDICAL,4.3,2218,Free
MEDICAL,4.6,47,Free
MEDICAL,4.3,23889,Free
MEDICAL,3.4,650,Free
MEDICAL,4.0,3498,Free
MEDICAL,4.8,3052,Free
MEDICAL,4.2,1747,Free
MEDICAL,3.0,45,Free
MEDICAL,4.5,1686,Free
MEDICAL,3.7,529,Free
MEDICAL,4.5,1388,Free
MEDICAL,4.5,572,Free
MEDICAL,4.6,92,Paid
MEDICAL,4.2,1135,Paid
MEDICAL,4.6,21189,Free
MEDICAL,3.6,54,Free
MEDICAL,4.4,275,Free
MEDICAL,4.4,2159,Free
MEDICAL,4.5,2951,Free
MEDICAL,4.5,2921,Paid
MEDICAL,4.1,84,Free
MEDICAL,4.6,15545,Free
MEDICAL,4.3,5521,Free
MEDICAL,4.3,2108,Free
MEDICAL,4.7,73,Free
MEDICAL,4.5,63,Paid
MEDICAL,4.5,408,Free
MEDICAL,4.5,171,Paid
MEDICAL,4.2,33,Free
MEDICAL,4.4,197,Free
MEDICAL,3.9,272,Free
MEDICAL,4.2,4852,Free
MEDICAL,4.4,12,Paid
MEDICAL,4.1,1533,Paid
MEDICAL,3.4,51,Paid
MEDICAL,4.1,38,Free
MEDICAL,4.0,15,Paid
MEDICAL,4.1,90,Free
MEDICAL,3.5,1288,Free
MEDICAL,4.2,4303,Free
MEDICAL,4.0,1545,Free
MEDICAL,4.5,199,Paid
MEDICAL,4.3,283,Free
MEDICAL,4.3,460,Free
MEDICAL,4.8,216,Paid
MEDICAL,4.6,129,Paid
MEDICAL,4.1,80,Paid
MEDICAL,4.6,395,Paid
MEDICAL,3.5,214,Paid
MEDICAL,2.3,17,Free
MEDICAL,4.5,513,Free
MEDICAL,4.3,168,Free
MEDICAL,4.2,64,Paid
MEDICAL,4.2,168,Paid
MEDICAL,3.1,82,Free
MEDICAL,4.4,8,Paid
MEDICAL,4.4,112,Free
MEDICAL,2.9,92,Free
MEDICAL,3.1,83,Free
MEDICAL,3.7,3,Free
MEDICAL,4.0,6,Paid
MEDICAL,3.8,343,Free
MEDICAL,4.6,717,Paid
MEDICAL,4.4,137,Free
MEDICAL,3.8,206,Paid
MEDICAL,4.8,12,Paid
MEDICAL,4.3,4107,Free
MEDICAL,3.7,9,Free
MEDICAL,5.0,3,Free
MEDICAL,3.0,2,Free
MEDICAL,3.7,20,Free
MEDICAL,3.7,3,Free
MEDICAL,5.0,1,Free
MEDICAL,5.0,3,Free
MEDICAL,5.0,4,Free
MEDICAL,5.0,2,Free
MEDICAL,5.0,4,Free
MEDICAL,5.0,2,Free
MEDICAL,5.0,3,Free
MEDICAL,5.0,2,Free
MEDICAL,5.0,1,Free
MEDICAL,4.3,10,Free
MEDICAL,4.9,28,Free
MEDICAL,5.0,1,Free
MEDICAL,4.9,14,Free
MEDICAL,4.6,5,Free
MEDICAL,5.0,1,Free
MEDICAL,4.0,1,Free
MEDICAL,5.0,2,Free
MEDICAL,4.0,2094,Free
MEDICAL,2.6,496,Free
MEDICAL,4.7,87418,Free
MEDICAL,4.8,53747,Free
MEDICAL,4.3,44,Free
MEDICAL,4.7,10,Free
MEDICAL,2.5,124,Free
MEDICAL,4.6,2014,Free
MEDICAL,4.5,503,Free
MEDICAL,4.1,21,Free
MEDICAL,4.5,11,Free
MEDICAL,4.3,573,Free
MEDICAL,3.8,700,Free
MEDICAL,4.4,163,Free
MEDICAL,4.5,330,Free
MEDICAL,4.5,453,Free
MEDICAL,3.8,24,Free
MEDICAL,4.5,1686,Free
MEDICAL,4.0,531,Free
MEDICAL,4.5,20,Free
MEDICAL,3.7,3596,Free
MEDICAL,4.3,56,Free
MEDICAL,3.7,9,Free
MEDICAL,4.4,27,Free
MEDICAL,3.8,63,Free
MEDICAL,2.7,2657,Free
MEDICAL,5.0,3,Free
MEDICAL,4.3,123,Free
MEDICAL,3.8,122,Free
MEDICAL,3.0,315,Free
MEDICAL,5.0,2,Free
MEDICAL,3.6,26,Free
MEDICAL,4.0,122,Free
MEDICAL,4.3,17,Free
MEDICAL,4.7,623,Free
MEDICAL,5.0,6,Free
MEDICAL,4.7,6,Free
MEDICAL,4.6,7,Free
MEDICAL,3.1,253,Free
MEDICAL,4.4,3786,Free
MEDICAL,5.0,1,Free
MEDICAL,3.6,10,Free
MEDICAL,2.8,66,Free
MEDICAL,4.4,65,Free
MEDICAL,4.2,1747,Free
MEDICAL,4.6,17,Free
MEDICAL,4.2,28,Free
MEDICAL,3.8,292,Free
MEDICAL,3.5,19,Free
MEDICAL,4.7,23160,Free
SOCIAL,4.1,78158306,Free
SOCIAL,4.5,66577313,Free
SOCIAL,4.3,8606259,Free
SOCIAL,4.4,49173,Free
SOCIAL,4.4,2955326,Free
SOCIAL,4.2,22492,Free
SOCIAL,4.0,17014787,Free
SOCIAL,4.3,1403,Free
SOCIAL,4.6,4305441,Free
SOCIAL,4.4,441189,Free
SOCIAL,4.2,4831125,Free
SOCIAL,4.4,4919,Free
SOCIAL,4.4,13762,Free
SOCIAL,4.3,6086,Free
SOCIAL,4.6,70616,Free
SOCIAL,4.4,1200,Free
SOCIAL,4.5,76480,Free
SOCIAL,4.6,271445,Free
SOCIAL,4.6,225103,Free
SOCIAL,4.6,33177,Free
SOCIAL,4.4,54768,Free
SOCIAL,4.5,457197,Free
SOCIAL,4.5,25562,Free
SOCIAL,4.3,16404,Free
SOCIAL,4.4,2508,Free
SOCIAL,4.6,79658,Free
SOCIAL,4.3,374,Free
SOCIAL,4.8,1259075,Free
SOCIAL,4.2,4751,Free
SOCIAL,4.6,60562,Free
SOCIAL,4.0,22695,Free
SOCIAL,4.6,22098,Free
SOCIAL,4.3,231325,Free
SOCIAL,3.6,13223,Free
SOCIAL,4.0,479908,Free
SOCIAL,4.5,313633,Free
SOCIAL,4.4,540930,Free
SOCIAL,4.5,57146,Free
SOCIAL,4.2,1225339,Free
SOCIAL,4.5,19583,Free
SOCIAL,4.3,344921,Free
SOCIAL,4.2,79129,Free
SOCIAL,4.2,83488,Free
SOCIAL,4.4,441189,Free
SOCIAL,4.3,3781770,Free
SOCIAL,4.3,315441,Free
SOCIAL,4.1,382120,Free
SOCIAL,4.5,412725,Free
SOCIAL,4.3,3806669,Free
SOCIAL,4.2,1259849,Free
SOCIAL,4.1,486824,Free
SOCIAL,4.3,1157004,Free
SOCIAL,4.2,423105,Free
SOCIAL,4.1,205803,Free
SOCIAL,4.1,285816,Free
SOCIAL,4.4,2955325,Free
SOCIAL,3.7,138026,Free
SOCIAL,3.9,8936,Free
SOCIAL,3.7,4253,Free
SOCIAL,4.0,17014705,Free
SOCIAL,4.5,66577446,Free
SOCIAL,3.6,14835,Free
SOCIAL,4.1,6388,Free
SOCIAL,4.1,309872,Free
SOCIAL,4.0,479909,Free
SOCIAL,4.1,17955,Free
SOCIAL,4.0,17015352,Free
SOCIAL,4.5,66577313,Free
SOCIAL,4.6,4305441,Free
SOCIAL,4.3,51502,Free
SOCIAL,4.3,1064049,Free
SOCIAL,4.2,58341,Free
SOCIAL,4.5,637309,Free
SOCIAL,4.2,1259894,Free
SOCIAL,4.3,1157003,Free
SOCIAL,4.1,161610,Free
SOCIAL,3.8,19446,Free
SOCIAL,4.2,1225367,Free
SOCIAL,4.4,1520959,Free
SOCIAL,4.3,3806669,Free
SOCIAL,4.2,423138,Free
SOCIAL,4.1,285820,Free
SOCIAL,4.0,33249,Free
SOCIAL,4.3,3781770,Free
SOCIAL,4.3,51504,Free
SOCIAL,4.2,1175794,Free
SOCIAL,4.2,1259894,Free
SOCIAL,4.0,852455,Free
SOCIAL,4.4,900064,Free
SOCIAL,4.0,3677,Free
SOCIAL,4.2,79129,Free
SOCIAL,4.2,83488,Free
SOCIAL,4.4,695613,Free
SOCIAL,4.1,382121,Free
SOCIAL,4.1,207712,Free
SOCIAL,4.3,175722,Free
SOCIAL,4.0,2052,Free
SOCIAL,4.2,79130,Free
SOCIAL,4.2,1175815,Free
SOCIAL,4.2,1259894,Free
SOCIAL,4.1,486830,Free
SOCIAL,4.0,852455,Free
SOCIAL,4.3,1064076,Free
SOCIAL,4.3,3781770,Free
SOCIAL,4.4,900064,Free
SOCIAL,4.4,624557,Free
SOCIAL,4.2,423138,Free
SOCIAL,4.2,522018,Free
SOCIAL,4.0,33249,Free
SOCIAL,4.2,79130,Free
SHOPPING,4.0,141613,Free
SHOPPING,4.5,6210998,Free
SHOPPING,4.6,591312,Free
SHOPPING,4.3,94294,Free
SHOPPING,4.2,608753,Free
SHOPPING,4.3,38961,Free
SHOPPING,4.6,5916606,Free
SHOPPING,4.4,441473,Free
SHOPPING,4.4,2788923,Free
SHOPPING,4.5,973270,Free
