FAMILIA,GRUPO,ARTÍCULO,NOMBRE,IMPORTE
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.560,HOSPITALIZACIÓN CONVENCIONAL TRAST.MUSCULOESQ.EXC.OSTEOMIEL..ART.SEPTICA Y TRAST.T.CONECT. CON CC MAYOR,9816.66 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.561,HOSPITALIZACIÓN CONVENCIONAL OSTEOMIELITIS. ARTRITIS SEPTICA Y TRAST.T.CONECT. CON CC MAYOR,16648.17 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.562,HOSPITALIZACIÓN CONVENCIONAL TRASTORNOS MAYORES DE PIEL Y MAMA CON CC MAYOR,12216.18 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.563,HOSPITALIZACIÓN CONVENCIONAL OTROS TRASTORNOS DE PIEL CON CC MAYOR,6782.28 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.564,HOSPITALIZACIÓN CONVENCIONAL PROCEDIMIENTOS SOBRE PIEL Y MAMA CON CC MAYOR,18255.93 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.565,HOSPITALIZACIÓN CONVENCIONAL PROCEDIMIENTOS ENDOCR..NUTRIC. Y METAB. EXC.AMPUTACIÓN M.INF. CON CC MAYOR,19900.43 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.566,HOSPITALIZACIÓN CONVENCIONAL TRAST. ENDOCRINO. NUTRIC. Y METAB. EXC. TRAST. DE INGESTA O CF CON CC MAYOR,9640.68 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.567,HOSPITALIZACIÓN CONVENCIONAL PROCEDIMIENTOS RIÑON Y TRACTO URINARIO EXCEPTO TRASPLANTE RENAL CON CC MAYOR,23581.82 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.568,HOSPITALIZACIÓN CONVENCIONAL INSUFICIENCIA RENAL CON CC MAYOR,13919.46 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.569,HOSPITALIZACIÓN CONVENCIONAL TRAST. DE RIÑON Y TRACTO URINARIO EXCEPTO INSUFICIENCIA RENAL CON CC MAYOR,6459.33 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.570,HOSPITALIZACIÓN CONVENCIONAL TRASTORNOS APARATO GENITAL MASCULINO CON CC MAYOR,6505.99 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.571,HOSPITALIZACIÓN CONVENCIONAL PROCEDIMIENTOS APARATO GENITAL MASCULINO CON CC MAYOR,12637.96 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.572,HOSPITALIZACIÓN CONVENCIONAL TRASTORNOS APARATO GENITAL FEMENINO CON CC MAYOR,8008.30 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.573,HOSPITALIZACIÓN CONVENCIONAL PROCEDIMIENTOS NO RADICALES APARATO GENITAL FEMENINO CON CC MAYOR,10088.54 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.574,HOSPITALIZACIÓN CONVENCIONAL TRASTORNOS DE SANGRE. ORGANOS HEMOPOYÉTICOS Y INMUNOLÓGICOS CON CC MAYOR,9873.61 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.575,HOSPITALIZACIÓN CONVENCIONAL PROCEDIMIENTOS S. SANGRE. ORGANOS HEMOPOYÉTICOS Y INMUNOLÓGICOS CON CC MAYOR,23496.95 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.576,HOSPITALIZACIÓN CONVENCIONAL LEUCEMIA AGUDA CON CC MAYOR,43059.00 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.577,HOSPITALIZACIÓN CONVENCIONAL TRAST. MIELOPROLIFERATIVO Y NEO. MAL DIFERENCIADA CON CC MAYOR,12512.67 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.578,HOSPITALIZACIÓN CONVENCIONAL LINFOMA Y LEUCEMIA NO AGUDA CON CC MAYOR,25205.01 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.579,HOSPITALIZACIÓN CONVENCIONAL PROCEDIMIENTOS PARA LINFOMA. LEUCEMIA Y TRAST.MIELOPROLIFERATIVO CON CC MAYOR,33424.57 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.580,HOSPITALIZACIÓN CONVENCIONAL INFECCIONES Y PARASITOSIS SISTÉMICAS EXCEPTO SEPTICEMIA CON CC MAYOR,7962.01 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.581,HOSPITALIZACIÓN CONVENCIONAL PROCEDIMIENTOS PARA INFECCIONES Y PARASITOSIS SISTÉMICAS CON CC MAYOR,26021.75 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.582,HOSPITALIZACIÓN CONVENCIONAL LESIONES EXCEPTO TRAUMA MULTIPLE CON CC MAYOR,7853.99 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.583,HOSPITALIZACIÓN CONVENCIONAL PROCEDIMIENTOS PARA LESIONES EXCEPTO TRAUMA MULTIPLE CON CC MAYOR,15415.90 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.584,HOSPITALIZACIÓN CONVENCIONAL SEPTICEMIA CON CC MAYOR,14616.06 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.585,HOSPITALIZACIÓN CONVENCIONAL PROCEDIMIENTO MAYOR ESTÓMAGO.ESÓFAGO.DUODENO.I.DELGADO Y GRUESO CON CC MAYOR,21924.83 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.586,HOSPITALIZACIÓN CONVENCIONAL TRASTORNOS ORALES Y BUCALES CON CC MAYOR. EDAD > 17,6968.92 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.587,HOSPITALIZACIÓN CONVENCIONAL TRASTORNOS ORALES Y BUCALES CON CC MAYOR. EDAD < 18,4123.01 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.602,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER <750 G. ALTA CON VIDA,127492.81 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.603,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER <750 G. EXITUS,36817.54 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.604,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 750-999 G. ALTA CON VIDA,95398.98 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.605,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 750-999 G. EXITUS,57347.70 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.606,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 1000-1499 G. CON P.QUIRÚRGICO SIGNIF.. ALTA CON VIDA,103337.85 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.607,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 1000-1499 G. SIN P.QUIRÚRGICO SIGNIF.. ALTA CON VIDA,41802.11 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.608,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 1000-1499 G. EXITUS,35185.17 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.609,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 1500-1999 G. CON P.QUIR.SIGNIF.. CON MULT.PROB.MAYORES,55633.76 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.610,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 1500-1999 G. CON P.QUIR.SIGNIF.. SIN MULT.PROB.MAYORES,11728.63 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.611,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 1500-1999 G. SIN P.QUIR.SIGNIF.. CON MULT.PROB.MAYORES,24979.42 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.612,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 1500-1999 G. SIN P.QUIR.SIGNIF.. SIN MULT.PROB.MAYORES,17179.44 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.613,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 1500-1999 G. SIN P.QUIR.SIGNIF.. CON PROBLEMAS MENORES,11685.28 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.614,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 1500-1999 G. SIN P.QUIR.SIGNIF.. CON OTROS PROBLEMAS,8398.85 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.615,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 2000-2499 G. CON P.QUIR.SIGNIF.. CON MULT.PROB.MAYORES,54651.69 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.616,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 2000-2499 G. CON P.QUIR.SIGNIF.. SIN MULT.PROB.MAYORES,11521.42 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.617,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 2000-2499 G. SIN P.QUIR.SIGNIF.. CON MULT.PROB.MAYORES,13420.90 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.618,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 2000-2499 G. SIN P.QUIR.SIGNIF.. CON PROBLEMAS MAYORES,7205.52 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.619,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 2000-2499 G. SIN P.QUIR.SIGNIF.. CON PROBLEMAS MENORES,4779.56 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.620,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 2000-2499 G. SIN P.QUIR.SIGNIF.. DIAG. NEONATO NORMAL,1598.21 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.621,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER 2000-2499 G. SIN P.QUIR.SIGNIF.. CON OTROS PROBLEMAS,4005.80 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.622,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER >2499 G. CON P.QUIR.SIGNIF.. CON MULT.PROB.MAYORES,34978.32 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.623,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER >2499 G. CON P.QUIR.SIGNIF.. SIN MULT.PROB.MAYORES,8142.77 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.624,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER >2499 G. CON PROCEDIMIENTO ABDOMINAL MENOR,4093.61 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.626,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER >2499 G. SIN P.QUIR.SIGNIF.. CON MULT.PROB.MAYORES,9513.92 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.627,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER >2499 G. SIN P.QUIR.SIGNIF.. CON PROBLEMAS MAYORES,3771.03 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.628,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER >2499 G. SIN P.QUIR.SIGNIF.. CON PROBLEMAS MENORES,2532.51 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.629,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER >2499 G. SIN P.QUIR.SIGNIF.. DIAG NEONATO NORMAL,876.99 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.630,HOSPITALIZACIÓN CONVENCIONAL NEONATO. PESO AL NACER >2499 G. SIN P.QUIR.SIGNIF.. CON OTROS PROBLEMAS,2737.89 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.631,HOSPITALIZACIÓN CONVENCIONAL BPD Y OTRAS ENF.RESPIRATORIAS CRONICAS CON ORIGEN EN PERIODO PERINATAL,5202.44 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.633,HOSPITALIZACIÓN CONVENCIONAL OTRAS ANOMALIAS CONGENITAS. MULTIPLES Y NO ESPECIFICADAS. CON CC,6821.95 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.634,HOSPITALIZACIÓN CONVENCIONAL OTRAS ANOMALIAS CONGENITAS. MULTIPLES Y NO ESPECIFICADAS. SIN CC,6821.95 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.635,HOSPITALIZACIÓN CONVENCIONAL CUIDADOS POSTERIORES NEONATALES PARA INCREMENTO DE PESO,5264.16 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.636,HOSPITALIZACIÓN CONVENCIONAL CUIDADOS POSTERIORES LACTANTE PARA INCREMENTO DE PESO. EDAD>28 DIAS. <1 AÑO,7384.45 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.637,HOSPITALIZACIÓN CONVENCIONAL NEONATO. EXITUS DENTRO DEL PRIMER DIA. NACIDO EN EL CENTRO,2163.64 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.638,HOSPITALIZACIÓN CONVENCIONAL NEONATO. EXITUS DENTRO DEL PRIMER DIA. NO NACIDO EN EL CENTRO,3375.71 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.639,HOSPITALIZACIÓN CONVENCIONAL NEONATO. TRASLADADO CON <5 DIAS. NACIDO EN EL CENTRO,2748.55 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.640,HOSPITALIZACIÓN CONVENCIONAL NEONATO. TRASLADADO CON <5 DIAS. NO NACIDO EN EL CENTRO,3349.25 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.650,HOSPITALIZACIÓN CONVENCIONAL CESAREA DE ALTO RIESGO CON CC,5613.20 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.651,HOSPITALIZACIÓN CONVENCIONAL CESAREA DE ALTO RIESGO SIN CC,3962.45 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.652,HOSPITALIZACIÓN CONVENCIONAL PARTO VAGINAL DE ALTO RIESGO CON ESTERILIZACION Y/O D+L,3405.10 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.700,HOSPITALIZACIÓN CONVENCIONAL TRAQUEOTOMÍA POR INFECCION HIIV.,69446.68 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.701,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON PROCED. QUIRURGICO Y VENTILACIÓN MECANICA O SOPORTE ALIMENTICIO,37376.36 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.702,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON PROCED. QUIRURGICO CON INFECC. MAYORES MULTIPLES RELACIONADAS,34376.14 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.703,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON PROCED. QUIRURGICO CON DIAGNOSTICO RELACIONADO MAYOR,19991.55 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.704,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON PROCED. QUIRURGICO SIN DIAGNOSTICO RELACIONADO MAYOR,13592.11 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.705,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON INFECC. MAYORES MULTIPLES RELACIONADAS CON TUBERCULOSIS,23455.06 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.706,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON INFECC. MAYORES MULTIPLES RELACIONADAS SIN TUBERCULOSIS,22854.36 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.707,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON VENTILACIÓN MECANICA O SOPORTE ALIMENTICIO,23524.87 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.708,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON DIAGNOSTICO RELACIONADO MAYOR. ALTA VOLUNTARIA,8286.43 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.709,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON DIAG MAYORES RELACIONADOS CON DIAG MAYORES MULT. O SIGNIF. CON TB,14027.85 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.710,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON DIAG MAYORES RELACIONADOS CON DIAG MAYORES MULT. O SIGNIF. SIN TB,12926.74 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.711,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON DIAG MAYORES RELACIONADOS SIN DIAG MAYORES MULT. O SIGNIF. CON TB,9279.15 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.712,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON DIAG MAYORES RELACIONADOS SIN DIAG MAYORES MULT. O SIGNIF. SIN TB,8679.92 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.713,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON DIAGNOSTICO RELACIONADO SIGNIFICATIVO. ALTA VOLUNTARIA,5695.13 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.714,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON DIAGNOSTICO RELACIONADO SIGNIFICATIVO,7514.14 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.715,HOSPITALIZACIÓN CONVENCIONAL HIIV. CON OTROS DIAGNOSTICOS RELACIONADOS,4328.38 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.716,HOSPITALIZACIÓN CONVENCIONAL HIIV. SIN OTROS DIAGNOSTICOS RELACIONADOS,1573.59 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.730,HOSPITALIZACIÓN CONVENCIONAL CRANEOTOMIA PARA TRAUMA MULTIPLE SIGNIFICATIVO,29116.39 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.731,HOSPITALIZACIÓN CONVENCIONAL PROC. S. COLUMNA. CADERA. FEMUR O MIEMBROS POR TRAUMA MULTIPLE SIGNIFICATIVO,23293.04 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.732,HOSPITALIZACIÓN CONVENCIONAL OTROS PROCEDIMIENTOS QUIRURGICOS PARA TRAUMA MULTIPLE SIGNIFICATIVO,15840.62 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.733,HOSPITALIZACIÓN CONVENCIONAL DIAGNOSTICOS DE TRAUMA MULTIPLE SIGNIFICATIVO CABEZA. TORAX Y M.INFERIOR,8974.94 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.734,HOSPITALIZACIÓN CONVENCIONAL OTROS DIAGNOSTICOS DE TRAUMA MULTIPLE SIGNIFICATIVO,6579.84 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.737,HOSPITALIZACIÓN CONVENCIONAL REVISIÓN DE DERIVACIÓN VENTRICULAR EDAD<18,7098.98 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.738,HOSPITALIZACIÓN CONVENCIONAL CRANEOTOMIA EDAD<18 CON CC,17542.43 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.739,HOSPITALIZACIÓN CONVENCIONAL CRANEOTOMIA EDAD<18 SIN CC,9109.41 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.740,HOSPITALIZACIÓN CONVENCIONAL FIBROSIS QUÍSTICA,8028.51 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.743,HOSPITALIZACIÓN CONVENCIONAL ABUSO O DEPENDENCIA DE OPIACEOS. ALTA VOLUNTARIA,3005.00 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.744,HOSPITALIZACIÓN CONVENCIONAL ABUSO O DEPENDENCIA DE OPIACEOS CON CC,4110.88 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.745,HOSPITALIZACIÓN CONVENCIONAL ABUSO O DEPENDENCIA DE OPIACEOS SIN CC,3465.35 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.746,HOSPITALIZACIÓN CONVENCIONAL ABUSO O DEPENDENCIA DE COCAINA U OTRAS DROGAS. ALTA VOLUNTARIA,2305.46 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.747,HOSPITALIZACIÓN CONVENCIONAL ABUSO O DEPENDENCIA DE COCAINA U OTRAS DROGAS CON CC,3508.34 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.748,HOSPITALIZACIÓN CONVENCIONAL ABUSO O DEPENDENCIA DE COCAINA U OTRAS DROGAS SIN CC,2880.08 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.749,HOSPITALIZACIÓN CONVENCIONAL ABUSO O DEPENDENCIA DE ALCOHOL. ALTA VOLUNTARIA,1453.08 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.750,HOSPITALIZACIÓN CONVENCIONAL ABUSO O DEPENDENCIA DE ALCOHOL. CON CC,2926.37 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.751,HOSPITALIZACIÓN CONVENCIONAL ABUSO O DEPENDENCIA DE ALCOHOL. SIN CC,2106.33 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.752,HOSPITALIZACIÓN CONVENCIONAL ENVENENAMIENTO POR PLOMO,2543.17 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.753,HOSPITALIZACIÓN CONVENCIONAL REHABILITACION PARA TRASTORNO COMPULSIVO NUTRICIONAL,11694.46 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.754,HOSPITALIZACIÓN CONVENCIONAL CUIDADOS POSTERIORES NIVEL TERCIARIO. EDAD => 1 AÑO,6294.73 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.755,HOSPITALIZACIÓN CONVENCIONAL FUSION VERTEBRAL CON CC,11950.91 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.756,HOSPITALIZACIÓN CONVENCIONAL FUSION VERTEBRAL SIN CC,7341.10 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.757,HOSPITALIZACIÓN CONVENCIONAL PROCEDIMIENTOS SOBRE ESPALDA Y CUELLO EXC. FUSION ESPINAL CON CC,7029.17 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.758,HOSPITALIZACIÓN CONVENCIONAL PROCEDIMIENTOS SOBRE ESPALDA Y CUELLO EXC. FUSION ESPINAL SIN CC,3949.96 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.759,HOSPITALIZACIÓN CONVENCIONAL IMPLANTES COCLEARES MULTICANAL,31686.01 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.760,HOSPITALIZACIÓN CONVENCIONAL HEMOFILIA. FACTORES VIII Y IX,5986.85 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.761,HOSPITALIZACIÓN CONVENCIONAL ESTUPOR Y COMA TRAUMATICOS. COMA > 1 H,7270.19 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.762,HOSPITALIZACIÓN CONVENCIONAL CONMOCION. LESION INTRACRANEAL CON COMA<1H O SIN COMA EDAD<18,1115.07 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.763,HOSPITALIZACIÓN CONVENCIONAL ESTUPOR Y COMA TRAUMATICOS. COMA < 1 H. EDAD < 18,3462.05 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.764,HOSPITALIZACIÓN CONVENCIONAL CONMOCION. LESION INTRACRANEAL CON COMA<1H. O SIN COMA EDAD>17 CON CC,3338.60 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.765,HOSPITALIZACIÓN CONVENCIONAL CONMOCION. LESION INTRACRANEAL CON COMA<1H. O SIN COMA EDAD>17 SIN CC,1494.97 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.766,HOSPITALIZACIÓN CONVENCIONAL ESTUPOR Y COMA TRAUMATICOS. COMA<1H. EDAD>17 CON CC,6680.14 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.767,HOSPITALIZACIÓN CONVENCIONAL ESTUPOR Y COMA TRAUMATICOS. COMA<1H. EDAD>17 SIN CC,3610.48 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.768,HOSPITALIZACIÓN CONVENCIONAL CONVULSIONES Y CEFALEA EDAD<18 CON CC,3238.30 
III. CENTROS HOSPITALARIOS,III.1 HOSPITALIZACIÓN,III.1.1.769,HOSPITALIZACIÓN CONVENCIONAL CONVULSIONES Y CEFALEA EDAD<18 SIN CC,2768.76 
