LTLA_name,LTLA_code,specimen_date,n,percent,sgtf,total,conf_low,conf_high
Charnwood,E07000130,17/11/2021,147,100,Cases with confirmed S-gene,147,96.82588649,100
Charnwood,E07000130,18/11/2021,122,100,Cases with confirmed S-gene,122,96.19553335,100
Charnwood,E07000130,19/11/2021,125,100,Cases with confirmed S-gene,125,96.28408721,100
Charnwood,E07000130,20/11/2021,107,100,Cases with confirmed S-gene,107,95.6808912,100
Charnwood,E07000130,22/11/2021,190,100,Cases with confirmed S-gene,190,97.52984143,100
Charnwood,E07000130,23/11/2021,154,100,Cases with confirmed S-gene,154,96.96661328,100
Charnwood,E07000130,24/11/2021,116,100,Cases with confirmed S-gene,116,96.00513014,100
Charnwood,E07000130,25/11/2021,115,100,Cases with confirmed S-gene,115,95.97152782,100
Charnwood,E07000130,07/12/2021,113,92.62,Cases with confirmed S-gene,122,86.06859419,96.35726882
Charnwood,E07000130,07/12/2021,9,7.38,Cases with confirmed SGTF,122,3.642731176,13.93140581
Charnwood,E07000130,09/12/2021,126,91.3,Cases with confirmed S-gene,138,84.98151281,95.22454068
Charnwood,E07000130,09/12/2021,12,8.7,Cases with confirmed SGTF,138,4.775459316,15.01848719
Charnwood,E07000130,10/12/2021,93,86.92,Cases with confirmed S-gene,107,78.68949649,92.40328334
Charnwood,E07000130,10/12/2021,14,13.08,Cases with confirmed SGTF,107,7.596716655,21.31050351
Charnwood,E07000130,11/12/2021,89,80.18,Cases with confirmed S-gene,111,71.31575814,86.90610033
Charnwood,E07000130,11/12/2021,22,19.82,Cases with confirmed SGTF,111,13.09389967,28.68424186
Charnwood,E07000130,13/12/2021,119,64.67,Cases with confirmed S-gene,184,57.25408867,71.47020876
Charnwood,E07000130,13/12/2021,65,35.33,Cases with confirmed SGTF,184,28.52979124,42.74591133
Chelmsford,E07000070,15/11/2021,103,100,Cases with confirmed S-gene,103,95.51925852,100
Chelmsford,E07000070,21/11/2021,106,99.07,Cases with confirmed S-gene,107,94.15212059,99.9511955
Chelmsford,E07000070,21/11/2021,1,0.93,Cases with confirmed SGTF,107,0.048804498,5.847879405
Chelmsford,E07000070,07/12/2021,92,82.88,Cases with confirmed S-gene,111,74.30361043,89.12497241
Chelmsford,E07000070,07/12/2021,19,17.12,Cases with confirmed SGTF,111,10.87502759,25.69638957
Chelmsford,E07000070,08/12/2021,97,80.83,Cases with confirmed S-gene,120,72.42050842,87.22294165
Chelmsford,E07000070,08/12/2021,23,19.17,Cases with confirmed SGTF,120,12.77705835,27.57949158
Chelmsford,E07000070,10/12/2021,102,66.23,Cases with confirmed S-gene,154,58.11692255,73.52655289
Chelmsford,E07000070,10/12/2021,52,33.77,Cases with confirmed SGTF,154,26.47344711,41.88307745
Chelmsford,E07000070,12/12/2021,51,47.22,Cases with confirmed S-gene,108,37.6228645,57.02161875
Chelmsford,E07000070,12/12/2021,57,52.78,Cases with confirmed SGTF,108,42.97838125,62.3771355
Chelmsford,E07000070,13/12/2021,47,37.6,Cases with confirmed S-gene,125,29.22704686,46.74665101
Chelmsford,E07000070,13/12/2021,78,62.4,Cases with confirmed SGTF,125,53.25334899,70.77295314
Cherwell,E07000177,15/11/2021,127,100,Cases with confirmed S-gene,127,96.34086791,100
Cheshire East,E06000049,01/11/2021,185,100,Cases with confirmed S-gene,185,97.46445373,100
Cheshire East,E06000049,02/11/2021,112,100,Cases with confirmed S-gene,112,95.8672414,100
Cheshire East,E06000049,03/11/2021,124,100,Cases with confirmed S-gene,124,96.25503088,100
Cheshire East,E06000049,04/11/2021,132,100,Cases with confirmed S-gene,132,96.47550729,100
Cheshire East,E06000049,05/11/2021,146,100,Cases with confirmed S-gene,146,96.80470965,100
Cheshire East,E06000049,06/11/2021,139,100,Cases with confirmed S-gene,139,96.64817222,100
Cheshire East,E06000049,07/11/2021,133,100,Cases with confirmed S-gene,133,96.50125488,100
Cheshire East,E06000049,08/11/2021,254,100,Cases with confirmed S-gene,254,98.1428664,100
Cheshire East,E06000049,09/11/2021,185,100,Cases with confirmed S-gene,185,97.46445373,100
Cheshire East,E06000049,10/11/2021,191,100,Cases with confirmed S-gene,191,97.54251635,100
Cheshire East,E06000049,11/11/2021,197,100,Cases with confirmed S-gene,197,97.61591587,100
Cheshire East,E06000049,12/11/2021,182,100,Cases with confirmed S-gene,182,97.42353266,100
Cheshire East,E06000049,13/11/2021,126,100,Cases with confirmed S-gene,126,96.31269614,100
Cheshire East,E06000049,14/11/2021,155,100,Cases with confirmed S-gene,155,96.98570487,100
Cheshire East,E06000049,15/11/2021,232,100,Cases with confirmed S-gene,232,97.9696595,100
Cheshire East,E06000049,16/11/2021,207,100,Cases with confirmed S-gene,207,97.72896701,100
Cheshire East,E06000049,17/11/2021,227,100,Cases with confirmed S-gene,227,97.92569089,100
Cheshire East,E06000049,18/11/2021,181,100,Cases with confirmed S-gene,181,97.4095972,100
Cheshire East,E06000049,19/11/2021,193,100,Cases with confirmed S-gene,193,97.56747992,100
Cheshire East,E06000049,20/11/2021,146,100,Cases with confirmed S-gene,146,96.80470965,100
Cheshire East,E06000049,21/11/2021,135,100,Cases with confirmed S-gene,135,96.55163774,100
Cheshire East,E06000049,22/11/2021,234,100,Cases with confirmed S-gene,234,97.98672941,100
Cheshire East,E06000049,23/11/2021,198,100,Cases with confirmed S-gene,198,97.62772496,100
Cheshire East,E06000049,24/11/2021,179,100,Cases with confirmed S-gene,179,97.38126908,100
Cheshire East,E06000049,25/11/2021,177,100,Cases with confirmed S-gene,177,97.35231454,100
Cheshire East,E06000049,26/11/2021,193,100,Cases with confirmed S-gene,193,97.56747992,100
Cheshire East,E06000049,27/11/2021,125,100,Cases with confirmed S-gene,125,96.28408721,100
Cheshire East,E06000049,28/11/2021,133,100,Cases with confirmed S-gene,133,96.50125488,100
Cheshire East,E06000049,29/11/2021,270,99.63,Cases with confirmed S-gene,271,97.63869355,99.98073494
Cheshire East,E06000049,29/11/2021,1,0.37,Cases with confirmed SGTF,271,0.019265056,2.361306452
Cheshire East,E06000049,30/11/2021,297,99.66,Cases with confirmed S-gene,298,97.84975866,99.98248068
Cheshire East,E06000049,30/11/2021,1,0.34,Cases with confirmed SGTF,298,0.017519316,2.150241343
Cheshire East,E06000049,01/12/2021,292,99.32,Cases with confirmed S-gene,294,97.29539037,99.88208382
Cheshire East,E06000049,01/12/2021,2,0.68,Cases with confirmed SGTF,294,0.117916177,2.704609629
Cheshire East,E06000049,02/12/2021,247,100,Cases with confirmed S-gene,247,98.09105011,100
Cheshire East,E06000049,03/12/2021,192,99.48,Cases with confirmed S-gene,193,96.70407418,99.97294736
Cheshire East,E06000049,03/12/2021,1,0.52,Cases with confirmed SGTF,193,0.027052642,3.295925817
Cheshire East,E06000049,04/12/2021,115,100,Cases with confirmed S-gene,115,95.97152782,100
Cheshire East,E06000049,05/12/2021,144,99.31,Cases with confirmed S-gene,145,95.64279286,99.96398938
Cheshire East,E06000049,05/12/2021,1,0.69,Cases with confirmed SGTF,145,0.036010616,4.357207137
Cheshire East,E06000049,06/12/2021,226,96.58,Cases with confirmed S-gene,234,93.12569907,98.40170289
Cheshire East,E06000049,06/12/2021,8,3.42,Cases with confirmed SGTF,234,1.598297113,6.874300932
Cheshire East,E06000049,07/12/2021,215,96.41,Cases with confirmed S-gene,223,92.79452624,98.32241088
Cheshire East,E06000049,07/12/2021,8,3.59,Cases with confirmed SGTF,223,1.677589122,7.205473759
Cheshire East,E06000049,08/12/2021,214,93.45,Cases with confirmed S-gene,229,89.21369523,96.15766646
Cheshire East,E06000049,08/12/2021,15,6.55,Cases with confirmed SGTF,229,3.842333544,10.78630477
Cheshire East,E06000049,09/12/2021,164,87.7,Cases with confirmed S-gene,187,81.91681144,91.88227129
Cheshire East,E06000049,09/12/2021,23,12.3,Cases with confirmed SGTF,187,8.11772871,18.08318856
Cheshire East,E06000049,10/12/2021,177,85.92,Cases with confirmed S-gene,206,80.24229815,90.2211795
Cheshire East,E06000049,10/12/2021,29,14.08,Cases with confirmed SGTF,206,9.7788205,19.75770185
Cheshire East,E06000049,11/12/2021,149,84.18,Cases with confirmed S-gene,177,77.77317859,89.06145799
Cheshire East,E06000049,11/12/2021,28,15.82,Cases with confirmed SGTF,177,10.93854201,22.22682141
Cheshire East,E06000049,12/12/2021,138,73.02,Cases with confirmed S-gene,189,65.99771734,79.07921308
Cheshire East,E06000049,12/12/2021,51,26.98,Cases with confirmed SGTF,189,20.92078692,34.00228266
Cheshire West and Chester,E06000050,01/11/2021,115,100,Cases with confirmed S-gene,115,95.97152782,100
Cheshire West and Chester,E06000050,07/11/2021,110,100,Cases with confirmed S-gene,110,95.79466482,100
Cheshire West and Chester,E06000050,08/11/2021,155,100,Cases with confirmed S-gene,155,96.98570487,100
Cheshire West and Chester,E06000050,09/11/2021,162,100,Cases with confirmed S-gene,162,97.11290112,100
Cheshire West and Chester,E06000050,10/11/2021,173,100,Cases with confirmed S-gene,173,97.29244118,100
Cheshire West and Chester,E06000050,11/11/2021,166,100,Cases with confirmed S-gene,166,97.18087851,100
Cheshire West and Chester,E06000050,12/11/2021,156,100,Cases with confirmed S-gene,156,97.00455766,100
Cheshire West and Chester,E06000050,13/11/2021,123,100,Cases with confirmed S-gene,123,96.22551656,100
Cheshire West and Chester,E06000050,14/11/2021,171,100,Cases with confirmed S-gene,171,97.26147744,100
Cheshire West and Chester,E06000050,15/11/2021,249,100,Cases with confirmed S-gene,249,98.10614748,100
Cheshire West and Chester,E06000050,16/11/2021,191,100,Cases with confirmed S-gene,191,97.54251635,100
Cheshire West and Chester,E06000050,17/11/2021,237,100,Cases with confirmed S-gene,237,98.01180282,100
Cheshire West and Chester,E06000050,18/11/2021,198,100,Cases with confirmed S-gene,198,97.62772496,100
Cheshire West and Chester,E06000050,19/11/2021,203,100,Cases with confirmed S-gene,203,97.68505801,100
Cheshire West and Chester,E06000050,20/11/2021,150,100,Cases with confirmed S-gene,150,96.88776565,100
Cheshire West and Chester,E06000050,21/11/2021,163,100,Cases with confirmed S-gene,163,97.13020096,100
Cheshire West and Chester,E06000050,22/11/2021,206,100,Cases with confirmed S-gene,206,97.71814667,100
Cheshire West and Chester,E06000050,23/11/2021,216,100,Cases with confirmed S-gene,216,97.82192134,100
Cheshire West and Chester,E06000050,24/11/2021,219,100,Cases with confirmed S-gene,219,97.85123792,100
Cheshire West and Chester,E06000050,25/11/2021,192,100,Cases with confirmed S-gene,192,97.55506185,100
Cheshire West and Chester,E06000050,26/11/2021,187,100,Cases with confirmed S-gene,187,97.49101987,100
Cheshire West and Chester,E06000050,27/11/2021,148,100,Cases with confirmed S-gene,148,96.84678448,100
Cheshire West and Chester,E06000050,28/11/2021,187,100,Cases with confirmed S-gene,187,97.49101987,100
Cheshire West and Chester,E06000050,29/11/2021,240,100,Cases with confirmed S-gene,240,98.03625937,100
Cheshire West and Chester,E06000050,30/11/2021,222,100,Cases with confirmed S-gene,222,97.87977579,100
Cheshire West and Chester,E06000050,01/12/2021,259,99.62,Cases with confirmed S-gene,260,97.54032998,99.97991975
Cheshire West and Chester,E06000050,01/12/2021,1,0.38,Cases with confirmed SGTF,260,0.020080249,2.45967002
Cheshire West and Chester,E06000050,02/12/2021,235,100,Cases with confirmed S-gene,235,97.99515719,100
Cheshire West and Chester,E06000050,03/12/2021,241,99.18,Cases with confirmed S-gene,243,96.7375455,99.85731388
Cheshire West and Chester,E06000050,03/12/2021,2,0.82,Cases with confirmed SGTF,243,0.142686116,3.262454504
Cheshire West and Chester,E06000050,05/12/2021,211,100,Cases with confirmed S-gene,211,97.77124132,100
Cheshire West and Chester,E06000050,06/12/2021,172,97.18,Cases with confirmed S-gene,177,93.17850926,98.95542069
Cheshire West and Chester,E06000050,06/12/2021,5,2.82,Cases with confirmed SGTF,177,1.04457931,6.821490737
Cheshire West and Chester,E06000050,07/12/2021,206,98.1,Cases with confirmed S-gene,210,94.87468896,99.38808622
Cheshire West and Chester,E06000050,07/12/2021,4,1.9,Cases with confirmed SGTF,210,0.611913778,5.125311044
Cheshire West and Chester,E06000050,08/12/2021,152,93.25,Cases with confirmed S-gene,163,87.9465124,96.41311688
Cheshire West and Chester,E06000050,08/12/2021,11,6.75,Cases with confirmed SGTF,163,3.586883118,12.0534876
Cheshire West and Chester,E06000050,09/12/2021,165,92.7,Cases with confirmed S-gene,178,87.56876598,95.892925
Cheshire West and Chester,E06000050,09/12/2021,13,7.3,Cases with confirmed SGTF,178,4.107074997,12.43123402
Cheshire West and Chester,E06000050,10/12/2021,202,90.58,Cases with confirmed S-gene,223,85.77400286,93.93896089
Cheshire West and Chester,E06000050,10/12/2021,21,9.42,Cases with confirmed SGTF,223,6.06103911,14.22599714
Cheshire West and Chester,E06000050,11/12/2021,182,89.66,Cases with confirmed S-gene,203,84.41993992,93.33297515
Cheshire West and Chester,E06000050,11/12/2021,21,10.34,Cases with confirmed SGTF,203,6.667024848,15.58006008
Cheshire West and Chester,E06000050,12/12/2021,146,80.22,Cases with confirmed S-gene,182,73.53606163,85.59582866
Cheshire West and Chester,E06000050,12/12/2021,36,19.78,Cases with confirmed SGTF,182,14.40417134,26.46393837
Colchester,E07000071,08/11/2021,119,100,Cases with confirmed S-gene,119,96.10265585,100
Colchester,E07000071,15/11/2021,123,100,Cases with confirmed S-gene,123,96.22551656,100
Colchester,E07000071,17/11/2021,104,100,Cases with confirmed S-gene,104,95.5607903,100
Colchester,E07000071,04/12/2021,114,99.13,Cases with confirmed S-gene,115,94.54500759,99.95459185
Colchester,E07000071,04/12/2021,1,0.87,Cases with confirmed SGTF,115,0.045408152,5.45499241
Colchester,E07000071,10/12/2021,108,83.08,Cases with confirmed S-gene,130,75.27644985,88.86823205
Colchester,E07000071,10/12/2021,22,16.92,Cases with confirmed SGTF,130,11.13176795,24.72355015
Colchester,E07000071,11/12/2021,98,68.53,Cases with confirmed S-gene,143,60.15768913,75.89179527
Colchester,E07000071,11/12/2021,45,31.47,Cases with confirmed SGTF,143,24.10820473,39.84231087
County Durham,E06000047,01/11/2021,354,100,Cases with confirmed S-gene,354,98.66178561,100
County Durham,E06000047,03/11/2021,195,100,Cases with confirmed S-gene,195,97.59194143,100
County Durham,E06000047,04/11/2021,105,100,Cases with confirmed S-gene,105,95.60155924,100
County Durham,E06000047,05/11/2021,126,100,Cases with confirmed S-gene,126,96.31269614,100
County Durham,E06000047,08/11/2021,197,100,Cases with confirmed S-gene,197,97.61591587,100
County Durham,E06000047,09/11/2021,179,100,Cases with confirmed S-gene,179,97.38126908,100
County Durham,E06000047,10/11/2021,195,100,Cases with confirmed S-gene,195,97.59194143,100
County Durham,E06000047,11/11/2021,232,100,Cases with confirmed S-gene,232,97.9696595,100
County Durham,E06000047,12/11/2021,217,100,Cases with confirmed S-gene,217,97.83178201,100
County Durham,E06000047,13/11/2021,149,100,Cases with confirmed S-gene,149,96.86740909,100
County Durham,E06000047,14/11/2021,175,100,Cases with confirmed S-gene,175,97.32271256,100
County Durham,E06000047,15/11/2021,197,100,Cases with confirmed S-gene,197,97.61591587,100
County Durham,E06000047,16/11/2021,209,100,Cases with confirmed S-gene,209,97.75030275,100
County Durham,E06000047,17/11/2021,276,100,Cases with confirmed S-gene,276,98.28884396,100
County Durham,E06000047,18/11/2021,269,100,Cases with confirmed S-gene,269,98.24494968,100
County Durham,E06000047,19/11/2021,242,100,Cases with confirmed S-gene,242,98.0522322,100
County Durham,E06000047,20/11/2021,194,100,Cases with confirmed S-gene,194,97.57977249,100
County Durham,E06000047,21/11/2021,178,100,Cases with confirmed S-gene,178,97.36687141,100
County Durham,E06000047,22/11/2021,285,100,Cases with confirmed S-gene,285,98.34215378,100
County Durham,E06000047,23/11/2021,258,100,Cases with confirmed S-gene,258,98.17123202,100
County Durham,E06000047,24/11/2021,261,100,Cases with confirmed S-gene,261,98.19194404,100
County Durham,E06000047,25/11/2021,231,100,Cases with confirmed S-gene,231,97.96101553,100
County Durham,E06000047,26/11/2021,198,100,Cases with confirmed S-gene,198,97.62772496,100
County Durham,E06000047,28/11/2021,219,100,Cases with confirmed S-gene,219,97.85123792,100
County Durham,E06000047,29/11/2021,306,99.67,Cases with confirmed S-gene,307,97.91197147,99.98299435
County Durham,E06000047,29/11/2021,1,0.33,Cases with confirmed SGTF,307,0.01700565,2.088028528
County Durham,E06000047,30/11/2021,313,100,Cases with confirmed S-gene,313,98.48864133,100
County Durham,E06000047,01/12/2021,291,98.98,Cases with confirmed S-gene,294,96.796715,99.73609784
County Durham,E06000047,01/12/2021,3,1.02,Cases with confirmed SGTF,294,0.263902161,3.203285005
County Durham,E06000047,02/12/2021,260,99.62,Cases with confirmed S-gene,261,97.54960947,99.9799967
County Durham,E06000047,02/12/2021,1,0.38,Cases with confirmed SGTF,261,0.020003301,2.450390525
County Durham,E06000047,03/12/2021,157,100,Cases with confirmed S-gene,157,97.02317608,100
County Durham,E06000047,04/12/2021,191,100,Cases with confirmed S-gene,191,97.54251635,100
County Durham,E06000047,05/12/2021,188,99.47,Cases with confirmed S-gene,189,96.63578881,99.97237469
County Durham,E06000047,05/12/2021,1,0.53,Cases with confirmed SGTF,189,0.027625313,3.364211192
County Durham,E06000047,06/12/2021,270,100,Cases with confirmed S-gene,270,98.25135766,100
County Durham,E06000047,07/12/2021,244,99.59,Cases with confirmed S-gene,245,97.39219595,99.97869014
County Durham,E06000047,07/12/2021,1,0.41,Cases with confirmed SGTF,245,0.021309864,2.607804051
County Durham,E06000047,08/12/2021,249,99.6,Cases with confirmed S-gene,250,97.44351745,99.97911641
County Durham,E06000047,08/12/2021,1,0.4,Cases with confirmed SGTF,250,0.020883595,2.556482554
County Durham,E06000047,09/12/2021,231,96.25,Cases with confirmed S-gene,240,92.76384071,98.15904103
County Durham,E06000047,09/12/2021,9,3.75,Cases with confirmed SGTF,240,1.840958967,7.236159291
County Durham,E06000047,10/12/2021,200,93.02,Cases with confirmed S-gene,215,88.53146157,95.90483223
County Durham,E06000047,10/12/2021,15,6.98,Cases with confirmed SGTF,215,4.095167767,11.46853843
County Durham,E06000047,11/12/2021,198,93.84,Cases with confirmed S-gene,211,89.45835618,96.54138472
County Durham,E06000047,11/12/2021,13,6.16,Cases with confirmed SGTF,211,3.458615284,10.54164382
County Durham,E06000047,12/12/2021,121,84.62,Cases with confirmed S-gene,143,77.41207348,89.90314324
County Durham,E06000047,12/12/2021,22,15.38,Cases with confirmed SGTF,143,10.09685676,22.58792652
County Durham,E06000047,13/12/2021,283,86.54,Cases with confirmed S-gene,327,82.25010228,89.95528706
County Durham,E06000047,13/12/2021,44,13.46,Cases with confirmed SGTF,327,10.04471294,17.74989772
Coventry,E08000026,01/11/2021,146,100,Cases with confirmed S-gene,146,96.80470965,100
Coventry,E08000026,02/11/2021,125,100,Cases with confirmed S-gene,125,96.28408721,100
Coventry,E08000026,15/11/2021,129,100,Cases with confirmed S-gene,129,96.39593948,100
Coventry,E08000026,16/11/2021,128,100,Cases with confirmed S-gene,128,96.36861248,100
Coventry,E08000026,18/11/2021,113,100,Cases with confirmed S-gene,113,95.90259833,100
Coventry,E08000026,19/11/2021,124,100,Cases with confirmed S-gene,124,96.25503088,100
Coventry,E08000026,21/11/2021,110,100,Cases with confirmed S-gene,110,95.79466482,100
Coventry,E08000026,22/11/2021,172,100,Cases with confirmed S-gene,172,97.27704733,100
Coventry,E08000026,23/11/2021,126,100,Cases with confirmed S-gene,126,96.31269614,100
Coventry,E08000026,29/11/2021,106,100,Cases with confirmed S-gene,106,95.64158619,100
Coventry,E08000026,30/11/2021,120,100,Cases with confirmed S-gene,120,96.13411481,100
Coventry,E08000026,01/12/2021,108,100,Cases with confirmed S-gene,108,95.71949364,100
Coventry,E08000026,02/12/2021,101,100,Cases with confirmed S-gene,101,95.43381921,100
Coventry,E08000026,09/12/2021,95,79.83,Cases with confirmed S-gene,119,71.28274287,86.40921149
Coventry,E08000026,09/12/2021,24,20.17,Cases with confirmed SGTF,119,13.59078851,28.71725713
Coventry,E08000026,10/12/2021,104,76.47,Cases with confirmed S-gene,136,68.28150578,83.13179871
Coventry,E08000026,10/12/2021,32,23.53,Cases with confirmed SGTF,136,16.86820129,31.71849422
Coventry,E08000026,11/12/2021,107,79.85,Cases with confirmed S-gene,134,71.86415616,86.08408781
Coventry,E08000026,11/12/2021,27,20.15,Cases with confirmed SGTF,134,13.91591219,28.13584384
Coventry,E08000026,12/12/2021,84,55.26,Cases with confirmed S-gene,152,46.99982915,63.25635245
Coventry,E08000026,12/12/2021,68,44.74,Cases with confirmed SGTF,152,36.74364755,53.00017085
Coventry,E08000026,13/12/2021,130,53.06,Cases with confirmed S-gene,245,46.61066858,59.41420323
Coventry,E08000026,13/12/2021,115,46.94,Cases with confirmed SGTF,245,40.58579677,53.38933142
Croydon,E09000008,07/12/2021,93,79.49,Cases with confirmed S-gene,117,70.82294655,86.16981049
Croydon,E09000008,07/12/2021,24,20.51,Cases with confirmed SGTF,117,13.83018951,29.17705345
Croydon,E09000008,08/12/2021,93,63.7,Cases with confirmed S-gene,146,55.2913186,71.37315337
Croydon,E09000008,08/12/2021,53,36.3,Cases with confirmed SGTF,146,28.62684663,44.7086814
Croydon,E09000008,09/12/2021,74,55.22,Cases with confirmed S-gene,134,46.40687901,63.73699566
Croydon,E09000008,09/12/2021,60,44.78,Cases with confirmed SGTF,134,36.26300434,53.59312099
Croydon,E09000008,10/12/2021,106,62.72,Cases with confirmed S-gene,169,54.92436144,69.93125295
Croydon,E09000008,10/12/2021,63,37.28,Cases with confirmed SGTF,169,30.06874705,45.07563856
Dartford,E07000107,10/12/2021,53,47.75,Cases with confirmed S-gene,111,38.25594,57.39741273
Dartford,E07000107,10/12/2021,58,52.25,Cases with confirmed SGTF,111,42.60258727,61.74406
Derby,E06000015,21/11/2021,119,99.17,Cases with confirmed S-gene,120,94.76483567,99.95648452
Derby,E06000015,21/11/2021,1,0.83,Cases with confirmed SGTF,120,0.043515477,5.235164327
Derby,E06000015,22/11/2021,102,100,Cases with confirmed S-gene,102,95.4769423,100
Derby,E06000015,09/12/2021,108,91.53,Cases with confirmed S-gene,118,84.58684757,95.6354252
Derby,E06000015,09/12/2021,10,8.47,Cases with confirmed SGTF,118,4.364574804,15.41315243
Derby,E06000015,10/12/2021,121,90.3,Cases with confirmed S-gene,134,83.66624488,94.52381208
Derby,E06000015,10/12/2021,13,9.7,Cases with confirmed SGTF,134,5.47618792,16.33375512
Derby,E06000015,13/12/2021,67,60.91,Cases with confirmed S-gene,110,51.11309943,69.93280482
Derby,E06000015,13/12/2021,43,39.09,Cases with confirmed SGTF,110,30.06719518,48.88690057
Doncaster,E08000017,01/11/2021,150,100,Cases with confirmed S-gene,150,96.88776565,100
Doncaster,E08000017,02/11/2021,127,100,Cases with confirmed S-gene,127,96.34086791,100
Doncaster,E08000017,03/11/2021,145,100,Cases with confirmed S-gene,145,96.78324834,100
Doncaster,E08000017,04/11/2021,124,100,Cases with confirmed S-gene,124,96.25503088,100
Doncaster,E08000017,05/11/2021,109,100,Cases with confirmed S-gene,109,95.75741217,100
Doncaster,E08000017,06/11/2021,103,100,Cases with confirmed S-gene,103,95.51925852,100
Doncaster,E08000017,07/11/2021,101,100,Cases with confirmed S-gene,101,95.43381921,100
Doncaster,E08000017,08/11/2021,163,100,Cases with confirmed S-gene,163,97.13020096,100
Doncaster,E08000017,09/11/2021,156,100,Cases with confirmed S-gene,156,97.00455766,100
Doncaster,E08000017,10/11/2021,139,100,Cases with confirmed S-gene,139,96.64817222,100
Doncaster,E08000017,11/11/2021,110,100,Cases with confirmed S-gene,110,95.79466482,100
Doncaster,E08000017,12/11/2021,128,100,Cases with confirmed S-gene,128,96.36861248,100
Doncaster,E08000017,14/11/2021,115,100,Cases with confirmed S-gene,115,95.97152782,100
Doncaster,E08000017,15/11/2021,174,100,Cases with confirmed S-gene,174,97.30766196,100
Doncaster,E08000017,16/11/2021,168,100,Cases with confirmed S-gene,168,97.21368077,100
Doncaster,E08000017,17/11/2021,167,100,Cases with confirmed S-gene,167,97.19737561,100
Doncaster,E08000017,18/11/2021,150,100,Cases with confirmed S-gene,150,96.88776565,100
Doncaster,E08000017,19/11/2021,133,100,Cases with confirmed S-gene,133,96.50125488,100
Doncaster,E08000017,20/11/2021,112,100,Cases with confirmed S-gene,112,95.8672414,100
Doncaster,E08000017,21/11/2021,113,100,Cases with confirmed S-gene,113,95.90259833,100
Doncaster,E08000017,22/11/2021,148,100,Cases with confirmed S-gene,148,96.84678448,100
Doncaster,E08000017,23/11/2021,164,100,Cases with confirmed S-gene,164,97.14729471,100
Doncaster,E08000017,24/11/2021,113,100,Cases with confirmed S-gene,113,95.90259833,100
Doncaster,E08000017,25/11/2021,147,100,Cases with confirmed S-gene,147,96.82588649,100
Doncaster,E08000017,26/11/2021,107,100,Cases with confirmed S-gene,107,95.6808912,100
Doncaster,E08000017,28/11/2021,138,100,Cases with confirmed S-gene,138,96.62454887,100
Doncaster,E08000017,29/11/2021,200,100,Cases with confirmed S-gene,200,97.65099562,100
Doncaster,E08000017,30/11/2021,161,100,Cases with confirmed S-gene,161,97.09539144,100
Doncaster,E08000017,01/12/2021,170,100,Cases with confirmed S-gene,170,97.24572846,100
Doncaster,E08000017,02/12/2021,149,100,Cases with confirmed S-gene,149,96.86740909,100
Doncaster,E08000017,03/12/2021,156,100,Cases with confirmed S-gene,156,97.00455766,100
Doncaster,E08000017,06/12/2021,134,97.81,Cases with confirmed S-gene,137,93.24177007,99.43276167
Doncaster,E08000017,06/12/2021,3,2.19,Cases with confirmed SGTF,137,0.567238328,6.758229931
Doncaster,E08000017,07/12/2021,133,97.79,Cases with confirmed S-gene,136,93.19366266,99.42857816
Doncaster,E08000017,07/12/2021,3,2.21,Cases with confirmed SGTF,136,0.571421837,6.806337342
Doncaster,E08000017,08/12/2021,144,96.64,Cases with confirmed S-gene,149,91.93705841,98.75808961
Doncaster,E08000017,08/12/2021,5,3.36,Cases with confirmed SGTF,149,1.241910392,8.062941587
Doncaster,E08000017,09/12/2021,118,99.16,Cases with confirmed S-gene,119,94.72229887,99.95611872
Doncaster,E08000017,09/12/2021,1,0.84,Cases with confirmed SGTF,119,0.043881284,5.277701126
Doncaster,E08000017,10/12/2021,100,93.46,Cases with confirmed S-gene,107,86.5197905,97.10311849
Doncaster,E08000017,10/12/2021,7,6.54,Cases with confirmed SGTF,107,2.896881505,13.4802095
Doncaster,E08000017,12/12/2021,92,87.62,Cases with confirmed S-gene,105,79.40836124,92.98147554
Doncaster,E08000017,12/12/2021,13,12.38,Cases with confirmed SGTF,105,7.018524462,20.59163876
Doncaster,E08000017,13/12/2021,114,82.61,Cases with confirmed S-gene,138,75.02418487,88.32810198
Doncaster,E08000017,13/12/2021,24,17.39,Cases with confirmed SGTF,138,11.67189802,24.97581513
Dorset,E06000059,15/11/2021,144,100,Cases with confirmed S-gene,144,96.7614968,100
Dudley,E08000027,01/11/2021,156,100,Cases with confirmed S-gene,156,97.00455766,100
Dudley,E08000027,02/11/2021,106,100,Cases with confirmed S-gene,106,95.64158619,100
Dudley,E08000027,04/11/2021,116,100,Cases with confirmed S-gene,116,96.00513014,100
Dudley,E08000027,16/11/2021,196,100,Cases with confirmed S-gene,196,97.60398862,100
Dudley,E08000027,29/11/2021,160,100,Cases with confirmed S-gene,160,97.07766808,100
Dudley,E08000027,30/11/2021,162,100,Cases with confirmed S-gene,162,97.11290112,100
Dudley,E08000027,01/12/2021,136,99.27,Cases with confirmed S-gene,137,95.39570041,99.96188592
Dudley,E08000027,01/12/2021,1,0.73,Cases with confirmed SGTF,137,0.038114076,4.604299588
Dudley,E08000027,02/12/2021,127,100,Cases with confirmed S-gene,127,96.34086791,100
Dudley,E08000027,10/12/2021,128,90.78,Cases with confirmed S-gene,141,84.44302837,94.79962639
